Item Slot,Item Type,Name,Required Level,Required Strength,Required Dexerity,Required Intelligence,Innate Stat,Enhancement Bonus,Line 1,Line 2,Line 3,Line 4,Line 5,Line 6,physical damage,base critical hit chance,attack speed,armour,evasion,energy shield,chance to block
Accessory,Ring,Conflux of Frost,21,,,,16% increased critical hit chance,1.60%,+(20 to 40) to dexterity,+(20 to 40)% to cold resistance,+50% chance to inflict chill,All elemental damage types can chill,,,,,,,,,
Accessory,Ring,Conflux of Flame,21,,,,6% increased life recovery,0.60%,+(20 to 40) to strength,+(20 to 40) to fire resistance,+50% chance to inflict ignite,All elemental damage types can ignite,,,,,,,,,
Accessory,Ring,Savage Legacy,25,,,,16% increased critical hit chance,1.60%,Recover (3 to 5)% life on kill,(20 to 40)% increased attack critical hit chance,+(6 to 12)% chance to deal double damage with attacks,Take 10% increased damage,,,,,,,,,
Accessory,Ring,Lionheart Signet,28,,,,9% increased life recovery,0.90%,+(30 to 50) to maximum life,(16 to 24)% increased defences,+(8 to 12)% to chaos resistance,+(4 to 8)% chance to block,,,,,,,,,
Accessory,Ring,Sanguine Eye,31,,,,9% increased life recovery,0.90%,Leech (2 to 4)% of physical hit damage from attacks as life,Gain (50 to 100) mana on kill,(10 to 30)% increased bleed damage,Your leech effects also apply to damage over time inflicted through bleeding,,,,,,,,,
Accessory,Ring,The Confluence,31,,,,24% increased critical hit chance,2.40%,(20 to 50) increased elemental damage,Convert 33% of your physical damage to lightning damage,Convert 33% of your physical damage to cold damage,Convert 33% of your physical damage to fire damage,,,,,,,,,
Accessory,Ring,Glitterbind,31,,,,+240 to accuracy rating,+24,+(-30 to -10)% to chaos resistance,Gain (40 to 80) mana on kill,(10 to 20)% increased attack and cast speed,(30 to 50)% increased item rarity,,,,,,,,,
Accessory,Ring,Primordial Resonance,35,,,,24% increased critical hit chance,2.40%,+(20 to 30) to energy shield,+(8 to 12)% to all elemental resistances,(20 to 40)% increased critical hit chance,Critital hits have a 100% chance to inflict elemental ailments,,,,,,,,,
Accessory,Ring,Soulthirst,39,,,,240 to accuracy rating,+24,+(30 to 50) to energy shield,Leech (2 to 4)% of physical hit damage from attacks as life,(10 to 20)% increased attack speed,Life leech effects apply to your energy shield instead,,,,,,,,,
Accessory,Ring,Disintegration Catalyst,39,,,,24% increased critical hit chance,2.40%,(10 to 30)% increased lightning damage,(20 to 40)% increased critical hit chance,your lightning damage can inflict poison,Critical hits have a 100% chance to inflict poison,,,,,,,,,
Accessory,Ring,Tanglecoil,39,,,,24% increased mana regeneration,2.40%,+(-40 to 40)% to lightning resistance,+(-40 to 40)% to cold resistance,+(-40 to 40)% to fire resistance,Elemental resistances of enemies are equal to yours,,,,,,,,,
Accessory,Ring,Singularity,56,,,,32% increased critical hit chance,3.20%,+(10 to 30) to all attributes,(10 to 30)% to chaos resistance,(30 to 50)% increased critical hit chance,Convert 100% of your elemental damage to chaos damage,,,,,,,,,
Accessory,Belt,Aspirant's Will,7,,,,+20 to maximum life,+2,(4 to 12)% increased life,(4 to 12)% increased mana,(4 to 12)% to chaos resistance,regenerate 1 life per second per character level,,,,,,,,,
Accessory,Belt,Mother's Embrace,14,,,,9% increased defences,0.90%,(10 to 30)% increased defences,+(4 to 12)% to all elemental resistances,+50% chance to avoid ailments,Take no extra damage from critical hits,,,,,,,,,
Accessory,Belt,Surge Strap,39,,,,+40 to maximum life,+4,(10 to 20)% increased life,(10 to 20)% increased mana,(10 to 30)% increased defences,(10 to 30)% increased damage,,,,,,,,,
Accessory,Belt,Flow Tether,42,,,,+8% to all elemental resistances,0.80%,+(80 to 140) to maximum mana,+(40 to 80) to energy shield,+(10 to 20)% to chaos resistance,(30 to 50)% of damage taken is applied to your mana first,,,,,,,,,
Accessory,Belt,Fleshbind,42,,,,+40 to maximum life,+4,(20 to 40)% more life,50% less defences,(-30 to -10)% to chaos resistance,Regenerate (3 to 5)% of life per second,,,,,,,,,
Accessory,Belt,Fundamentality,42,,,,+40 to maximum life,+4,+(4 to 20)% to all resistances,50% increased damage per uncommon item equipped,+150 life per magic item equipped,+30 to all attributes per rare item equipped,,,,,,,,,
Accessory,Belt,Shattered Divinity,42,,,,+8% to all elemental resistances,0.80%,+(-7 to 7)% to maximum lightning resistance,+(-7 to 7)% to maximum cold resistance,+(-7 to 7)% to maximum fire resistance,+(20 to 50)% to all elemental resistances,,,,,,,,,
Accessory,Belt,Titansblood,49,,,,+8% to all elemental resistances,0.80%,(10 to 30)% increased attributes,"While you have at least 400 strength, gain +20% chance to deal double damage","While you have at least 400 dexterity, gain 30% increased speed",While you have at least 400 intelligence gain +60% to critical damage multiplier,,,,,,,,,
Accessory,Belt,Circling Thoughts,49,,,,12% increased defences,1.30%,(10 to 20)% to intelligence,+(30 to 60) to energy shield,2% increased energy shield per 10 intelligence,Regenerate 1% of energy shield per second per 150 intelligence,,,,,,,,,
Accessory,Belt,Twilight Eminence,49,,,,12% increased defences,1.20%,+(10 to 30)% to chaos resistance,+(5 to 10)% to maximum chaos resistance,Take (10 to 30)% of physical damage as chaos damage,Take (30 to 50)% of elemental damage as chaos damage,,,,,,,,,
